Date,Closing,Volume,Opening,Highest,Lowest,Symbol,Close,Open,High,Low
09/20/2022,$156.90,107689800,$153.40,$158.08,$153.08,AAPL,156.9,153.4,158.08,153.08
09/21/2022,$153.72,101696800,$157.34,$158.74,$153.60,AAPL,153.72,157.34,158.74,153.6
09/22/2022,$152.74,86652540,$152.38,$154.47,$150.91,AAPL,152.74,152.38,154.47,150.91
09/23/2022,$150.43,96029910,$151.19,$151.47,$148.56,AAPL,150.43,151.19,151.47,148.56
09/26/2022,$150.77,93339410,$149.66,$153.7701,$149.64,AAPL,150.77,149.66,153.7701,149.64
09/27/2022,$151.76,84442740,$152.74,$154.72,$149.945,AAPL,151.76,152.74,154.72,149.945
09/28/2022,$149.84,146691400,$147.64,$150.6414,$144.84,AAPL,149.84,147.64,150.6414,144.84
09/29/2022,$142.48,128138200,$146.10,$146.72,$140.68,AAPL,142.48,146.1,146.72,140.68
09/30/2022,$138.20,124925300,$141.28,$143.10,$138.00,AAPL,138.2,141.28,143.1,138
10-03-2022,$142.45,114311700,$138.21,$143.07,$137.685,AAPL,142.45,138.21,143.07,137.685
10-04-2022,$146.10,87830060,$145.03,$146.22,$144.26,AAPL,146.1,145.03,146.22,144.26
10-05-2022,$146.40,79470970,$144.075,$147.38,$143.01,AAPL,146.4,144.075,147.38,143.01
10-06-2022,$145.43,68402170,$145.81,$147.54,$145.22,AAPL,145.43,145.81,147.54,145.22
10-07-2022,$140.09,85925560,$142.54,$143.10,$139.445,AAPL,140.09,142.54,143.1,139.445
10-10-2022,$140.42,74899000,$140.42,$141.89,$138.5729,AAPL,140.42,140.42,141.89,138.5729
10-11-2022,$138.98,77033670,$139.90,$141.35,$138.22,AAPL,138.98,139.9,141.35,138.22
10-12-2022,$138.34,70433740,$139.13,$140.36,$138.16,AAPL,138.34,139.13,140.36,138.16
10/13/2022,$142.99,113224000,$134.99,$143.59,$134.37,AAPL,142.99,134.99,143.59,134.37
10/14/2022,$138.38,88597970,$144.31,$144.52,$138.19,AAPL,138.38,144.31,144.52,138.19
10/17/2022,$142.41,85250940,$141.065,$142.90,$140.27,AAPL,142.41,141.065,142.9,140.27
10/18/2022,$143.75,99136610,$145.49,$146.70,$140.61,AAPL,143.75,145.49,146.7,140.61
10/19/2022,$143.86,61758340,$141.69,$144.9492,$141.50,AAPL,143.86,141.69,144.9492,141.5
10/20/2022,$143.39,64521990,$143.02,$145.89,$142.65,AAPL,143.39,143.02,145.89,142.65
10/21/2022,$147.27,86548610,$142.87,$147.8479,$142.649,AAPL,147.27,142.87,147.8479,142.649
10/24/2022,$149.45,75981920,$147.185,$150.23,$146.00,AAPL,149.45,147.185,150.23,146
10/25/2022,$152.34,74732290,$150.09,$152.49,$149.36,AAPL,152.34,150.09,152.49,149.36
10/26/2022,$149.35,88436170,$150.96,$151.99,$148.04,AAPL,149.35,150.96,151.99,148.04
10/27/2022,$144.80,109180200,$148.07,$149.046,$144.13,AAPL,144.8,148.07,149.046,144.13
10/28/2022,$155.74,164762400,$148.20,$157.50,$147.82,AAPL,155.74,148.2,157.5,147.82
10/31/2022,$153.34,97943170,$153.155,$154.24,$151.92,AAPL,153.34,153.155,154.24,151.92
11-01-2022,$150.65,80379350,$155.08,$155.45,$149.13,AAPL,150.65,155.08,155.45,149.13
11-02-2022,$145.03,93604620,$148.945,$152.17,$145.00,AAPL,145.03,148.945,152.17,145
11-03-2022,$138.88,97918520,$142.06,$142.80,$138.75,AAPL,138.88,142.06,142.8,138.75
11-04-2022,$138.38,140814800,$142.09,$142.67,$134.38,AAPL,138.38,142.09,142.67,134.38
11-07-2022,$138.92,83374630,$137.11,$139.145,$135.671,AAPL,138.92,137.11,139.145,135.671
11-08-2022,$139.50,89908480,$140.41,$141.43,$137.49,AAPL,139.5,140.41,141.43,137.49
11-09-2022,$134.87,74917790,$138.50,$138.55,$134.5933,AAPL,134.87,138.5,138.55,134.5933
11-10-2022,$146.87,118854000,$141.24,$146.87,$139.50,AAPL,146.87,141.24,146.87,139.5
11-11-2022,$149.70,93979670,$145.82,$150.01,$144.37,AAPL,149.7,145.82,150.01,144.37
11/14/2022,$148.28,73374110,$148.97,$150.28,$147.43,AAPL,148.28,148.97,150.28,147.43
11/15/2022,$150.04,89868330,$152.215,$153.59,$148.5613,AAPL,150.04,152.215,153.59,148.5613
11/16/2022,$148.79,64218270,$149.13,$149.87,$147.29,AAPL,148.79,149.13,149.87,147.29
11/17/2022,$150.72,80389400,$146.43,$151.48,$146.15,AAPL,150.72,146.43,151.48,146.15
11/18/2022,$151.29,74829570,$152.305,$152.70,$149.97,AAPL,151.29,152.305,152.7,149.97
11/21/2022,$148.01,58724070,$150.16,$150.37,$147.715,AAPL,148.01,150.16,150.37,147.715
11/22/2022,$150.18,51804130,$148.13,$150.42,$146.925,AAPL,150.18,148.13,150.42,146.925
11/23/2022,$151.07,58301400,$149.45,$151.83,$149.34,AAPL,151.07,149.45,151.83,149.34
11/25/2022,$148.11,35195860,$148.305,$148.88,$147.12,AAPL,148.11,148.305,148.88,147.12
11/28/2022,$144.22,69346520,$145.14,$146.64,$143.38,AAPL,144.22,145.14,146.64,143.38
11/29/2022,$141.17,83763800,$144.29,$144.81,$140.355,AAPL,141.17,144.29,144.81,140.355
11/30/2022,$148.03,111380900,$141.395,$148.72,$140.55,AAPL,148.03,141.395,148.72,140.55
12-01-2022,$148.31,71250420,$148.21,$149.13,$146.61,AAPL,148.31,148.21,149.13,146.61
12-02-2022,$147.81,65447450,$145.96,$148.00,$145.65,AAPL,147.81,145.96,148,145.65
12-05-2022,$146.63,68826440,$147.77,$150.9199,$145.77,AAPL,146.63,147.77,150.9199,145.77
12-06-2022,$142.91,64727190,$147.075,$147.30,$141.92,AAPL,142.91,147.075,147.3,141.92
12-07-2022,$140.94,69721090,$142.19,$143.37,$140.00,AAPL,140.94,142.19,143.37,140
12-08-2022,$142.65,62128340,$142.36,$143.52,$141.10,AAPL,142.65,142.36,143.52,141.1
12-09-2022,$142.16,76097010,$142.34,$145.57,$140.90,AAPL,142.16,142.34,145.57,140.9
12-12-2022,$144.49,70462650,$142.70,$144.50,$141.06,AAPL,144.49,142.7,144.5,141.06
12/13/2022,$145.47,93886160,$149.50,$149.9692,$144.24,AAPL,145.47,149.5,149.9692,144.24
12/14/2022,$143.21,82291180,$145.35,$146.655,$141.16,AAPL,143.21,145.35,146.655,141.16
12/15/2022,$136.50,98931910,$141.11,$141.80,$136.025,AAPL,136.5,141.11,141.8,136.025
12/16/2022,$134.51,160156900,$136.685,$137.65,$133.73,AAPL,134.51,136.685,137.65,133.73
12/19/2022,$132.37,79592610,$135.11,$135.20,$131.32,AAPL,132.37,135.11,135.2,131.32
12/20/2022,$132.30,77432820,$131.39,$133.25,$129.89,AAPL,132.3,131.39,133.25,129.89
12/21/2022,$135.45,85927990,$132.98,$136.81,$132.75,AAPL,135.45,132.98,136.81,132.75
12/22/2022,$132.23,77852110,$134.352,$134.56,$130.30,AAPL,132.23,134.352,134.56,130.3
12/23/2022,$131.86,63814890,$130.92,$132.415,$129.64,AAPL,131.86,130.92,132.415,129.64
12/27/2022,$130.03,69007830,$131.38,$131.41,$128.72,AAPL,130.03,131.38,131.41,128.72
12/28/2022,$126.04,85438390,$129.67,$131.0275,$125.87,AAPL,126.04,129.67,131.0275,125.87
12/29/2022,$129.61,75703710,$127.99,$130.4814,$127.73,AAPL,129.61,127.99,130.4814,127.73
12/30/2022,$129.93,77034210,$128.41,$129.95,$127.43,AAPL,129.93,128.41,129.95,127.43
01-03-2023,$125.07,112117500,$130.28,$130.90,$124.17,AAPL,125.07,130.28,130.9,124.17
01-04-2023,$126.36,89113630,$126.89,$128.6557,$125.08,AAPL,126.36,126.89,128.6557,125.08
01-05-2023,$125.02,80962710,$127.13,$127.77,$124.76,AAPL,125.02,127.13,127.77,124.76
01-06-2023,$129.62,87754720,$126.01,$130.29,$124.89,AAPL,129.62,126.01,130.29,124.89
01-09-2023,$130.15,70790810,$130.465,$133.41,$129.89,AAPL,130.15,130.465,133.41,129.89
01-10-2023,$130.73,63896160,$130.26,$131.2636,$128.12,AAPL,130.73,130.26,131.2636,128.12
01-11-2023,$133.49,69458950,$131.25,$133.51,$130.46,AAPL,133.49,131.25,133.51,130.46
01-12-2023,$133.41,71379650,$133.88,$134.26,$131.44,AAPL,133.41,133.88,134.26,131.44
01/13/2023,$134.76,57809720,$132.03,$134.92,$131.66,AAPL,134.76,132.03,134.92,131.66
01/17/2023,$135.94,63646630,$134.83,$137.29,$134.13,AAPL,135.94,134.83,137.29,134.13
01/18/2023,$135.21,69672800,$136.815,$138.61,$135.03,AAPL,135.21,136.815,138.61,135.03
01/19/2023,$135.27,58280410,$134.08,$136.25,$133.77,AAPL,135.27,134.08,136.25,133.77
01/20/2023,$137.87,80223630,$135.28,$138.02,$134.22,AAPL,137.87,135.28,138.02,134.22
01/23/2023,$141.11,81760310,$138.12,$143.315,$137.90,AAPL,141.11,138.12,143.315,137.9
01/24/2023,$142.53,66435140,$140.305,$143.16,$140.30,AAPL,142.53,140.305,143.16,140.3
01/25/2023,$141.86,65799350,$140.89,$142.43,$138.81,AAPL,141.86,140.89,142.43,138.81
01/26/2023,$143.96,54105070,$143.17,$144.25,$141.90,AAPL,143.96,143.17,144.25,141.9
01/27/2023,$145.93,70555840,$143.155,$147.23,$143.08,AAPL,145.93,143.155,147.23,143.08
01/30/2023,$143.00,64015270,$144.955,$145.55,$142.85,AAPL,143,144.955,145.55,142.85
01/31/2023,$144.29,65874460,$142.70,$144.34,$142.28,AAPL,144.29,142.7,144.34,142.28
02-01-2023,$145.43,77663630,$143.97,$146.61,$141.32,AAPL,145.43,143.97,146.61,141.32
02-02-2023,$150.82,118339000,$148.90,$151.18,$148.17,AAPL,150.82,148.9,151.18,148.17
02-03-2023,$154.50,154357300,$148.03,$157.38,$147.83,AAPL,154.5,148.03,157.38,147.83
02-06-2023,$151.73,69858310,$152.575,$153.10,$150.78,AAPL,151.73,152.575,153.1,150.78
02-07-2023,$154.65,83322550,$150.64,$155.23,$150.64,AAPL,154.65,150.64,155.23,150.64
02-08-2023,$151.92,64120080,$153.88,$154.58,$151.168,AAPL,151.92,153.88,154.58,151.168
02-09-2023,$150.87,56007140,$153.775,$154.33,$150.42,AAPL,150.87,153.775,154.33,150.42
02-10-2023,$151.01,57450710,$149.46,$151.3401,$149.22,AAPL,151.01,149.46,151.3401,149.22
02/13/2023,$153.85,62199010,$150.952,$154.26,$150.92,AAPL,153.85,150.952,154.26,150.92
02/14/2023,$153.20,61707570,$152.12,$153.77,$150.86,AAPL,153.2,152.12,153.77,150.86
02/15/2023,$155.33,65669250,$153.11,$155.50,$152.88,AAPL,155.33,153.11,155.5,152.88
02/16/2023,$153.71,68167940,$153.51,$156.33,$153.3475,AAPL,153.71,153.51,156.33,153.3475
02/17/2023,$152.55,59144120,$152.35,$153.00,$150.85,AAPL,152.55,152.35,153,150.85
02/21/2023,$148.48,58867230,$150.20,$151.30,$148.405,AAPL,148.48,150.2,151.3,148.405
02/22/2023,$148.91,51011310,$148.87,$149.95,$147.16,AAPL,148.91,148.87,149.95,147.16
02/23/2023,$149.40,48394250,$150.09,$150.34,$147.24,AAPL,149.4,150.09,150.34,147.24
02/24/2023,$146.71,55469610,$147.11,$147.19,$145.7202,AAPL,146.71,147.11,147.19,145.7202
02/27/2023,$147.92,44998470,$147.71,$149.17,$147.45,AAPL,147.92,147.71,149.17,147.45
02/28/2023,$147.41,50547000,$147.05,$149.08,$146.83,AAPL,147.41,147.05,149.08,146.83
03-01-2023,$145.31,55478990,$146.83,$147.2285,$145.01,AAPL,145.31,146.83,147.2285,145.01
03-02-2023,$145.91,52279760,$144.38,$146.71,$143.90,AAPL,145.91,144.38,146.71,143.9
03-03-2023,$151.03,70732300,$148.045,$151.11,$147.33,AAPL,151.03,148.045,151.11,147.33
03-06-2023,$153.83,87558030,$153.785,$156.30,$153.46,AAPL,153.83,153.785,156.3,153.46
03-07-2023,$151.60,56182030,$153.70,$154.0299,$151.13,AAPL,151.6,153.7,154.0299,151.13
03-08-2023,$152.87,47204790,$152.81,$153.47,$151.83,AAPL,152.87,152.81,153.47,151.83
03-09-2023,$150.59,53833580,$153.559,$154.535,$150.225,AAPL,150.59,153.559,154.535,150.225
03-10-2023,$148.50,68572400,$150.21,$150.94,$147.6096,AAPL,148.5,150.21,150.94,147.6096
03/13/2023,$150.47,84457120,$147.805,$153.14,$147.70,AAPL,150.47,147.805,153.14,147.7
03/14/2023,$152.59,73695890,$151.28,$153.40,$150.10,AAPL,152.59,151.28,153.4,150.1
03/15/2023,$152.99,77167870,$151.19,$153.245,$149.92,AAPL,152.99,151.19,153.245,149.92
03/16/2023,$155.85,76254420,$152.16,$156.46,$151.64,AAPL,155.85,152.16,156.46,151.64
03/17/2023,$155.00,98944630,$156.08,$156.74,$154.28,AAPL,155,156.08,156.74,154.28
03/20/2023,$157.40,73641420,$155.07,$157.82,$154.15,AAPL,157.4,155.07,157.82,154.15
03/21/2023,$159.28,73938290,$157.32,$159.40,$156.54,AAPL,159.28,157.32,159.4,156.54
03/22/2023,$157.83,75701810,$159.30,$162.14,$157.81,AAPL,157.83,159.3,162.14,157.81
03/23/2023,$158.93,67622060,$158.83,$161.5501,$157.68,AAPL,158.93,158.83,161.5501,157.68
03/24/2023,$160.25,59256340,$158.86,$160.34,$157.85,AAPL,160.25,158.86,160.34,157.85
03/27/2023,$158.28,52390270,$159.94,$160.77,$157.87,AAPL,158.28,159.94,160.77,157.87
03/28/2023,$157.65,45992150,$157.97,$158.49,$155.98,AAPL,157.65,157.97,158.49,155.98
03/29/2023,$160.77,51305690,$159.37,$161.05,$159.35,AAPL,160.77,159.37,161.05,159.35
03/30/2023,$162.36,49501690,$161.53,$162.47,$161.271,AAPL,162.36,161.53,162.47,161.271
03/31/2023,$164.90,68749790,$162.44,$165.00,$161.91,AAPL,164.9,162.44,165,161.91
04-03-2023,$166.17,56976190,$164.27,$166.29,$164.22,AAPL,166.17,164.27,166.29,164.22
04-04-2023,$165.63,46278300,$166.595,$166.84,$165.11,AAPL,165.63,166.595,166.84,165.11
04-05-2023,$163.76,51511740,$164.74,$165.05,$161.80,AAPL,163.76,164.74,165.05,161.8
04-06-2023,$164.66,45390120,$162.43,$164.9584,$162.00,AAPL,164.66,162.43,164.9584,162
04-10-2023,$162.03,47716880,$161.42,$162.03,$160.08,AAPL,162.03,161.42,162.03,160.08
04-11-2023,$160.80,47644220,$162.35,$162.36,$160.51,AAPL,160.8,162.35,162.36,160.51
04-12-2023,$160.10,50133060,$161.22,$162.06,$159.78,AAPL,160.1,161.22,162.06,159.78
04/13/2023,$165.56,68445650,$161.63,$165.80,$161.42,AAPL,165.56,161.63,165.8,161.42
04/14/2023,$165.21,49386480,$164.59,$166.32,$163.82,AAPL,165.21,164.59,166.32,163.82
04/17/2023,$165.23,41516220,$165.09,$165.39,$164.03,AAPL,165.23,165.09,165.39,164.03
04/18/2023,$166.47,49923010,$166.10,$167.41,$165.65,AAPL,166.47,166.1,167.41,165.65
04/19/2023,$167.63,47720170,$165.80,$168.16,$165.54,AAPL,167.63,165.8,168.16,165.54
04/20/2023,$166.65,52456380,$166.09,$167.87,$165.56,AAPL,166.65,166.09,167.87,165.56
04/21/2023,$165.02,58337340,$165.05,$166.4521,$164.49,AAPL,165.02,165.05,166.4521,164.49
04/24/2023,$165.33,41949580,$165.00,$165.60,$163.89,AAPL,165.33,165,165.6,163.89
04/25/2023,$163.77,48714060,$165.19,$166.305,$163.73,AAPL,163.77,165.19,166.305,163.73
04/26/2023,$163.76,45498800,$163.055,$165.28,$162.80,AAPL,163.76,163.055,165.28,162.8
04/27/2023,$168.41,64902330,$165.19,$168.56,$165.19,AAPL,168.41,165.19,168.56,165.19
04/28/2023,$169.68,55275850,$168.49,$169.85,$167.8801,AAPL,169.68,168.49,169.85,167.8801
05-01-2023,$169.59,52472940,$169.28,$170.45,$168.64,AAPL,169.59,169.28,170.45,168.64
05-02-2023,$168.54,48425700,$170.09,$170.35,$167.54,AAPL,168.54,170.09,170.35,167.54
05-03-2023,$167.45,65136020,$169.50,$170.92,$167.16,AAPL,167.45,169.5,170.92,167.16
05-04-2023,$165.79,81235430,$164.89,$167.04,$164.31,AAPL,165.79,164.89,167.04,164.31
05-05-2023,$173.57,113453200,$170.975,$174.30,$170.76,AAPL,173.57,170.975,174.3,170.76
05-08-2023,$173.50,55962790,$172.48,$173.85,$172.11,AAPL,173.5,172.48,173.85,172.11
05-09-2023,$171.77,45326870,$173.05,$173.54,$171.60,AAPL,171.77,173.05,173.54,171.6
05-10-2023,$173.555,53724500,$173.02,$174.03,$171.90,AAPL,173.555,173.02,174.03,171.9
05-11-2023,$173.75,49514680,$173.85,$174.59,$172.17,AAPL,173.75,173.85,174.59,172.17
05-12-2023,$172.57,45533140,$173.62,$174.06,$171.00,AAPL,172.57,173.62,174.06,171
05/15/2023,$172.07,37266660,$173.16,$173.21,$171.47,AAPL,172.07,173.16,173.21,171.47
05/16/2023,$172.07,42110290,$171.99,$173.1383,$171.7991,AAPL,172.07,171.99,173.1383,171.7991
05/17/2023,$172.69,57951600,$171.71,$172.925,$170.4201,AAPL,172.69,171.71,172.925,170.4201
05/18/2023,$175.05,65496660,$173.00,$175.24,$172.58,AAPL,175.05,173,175.24,172.58
05/19/2023,$175.16,55809480,$176.39,$176.39,$174.94,AAPL,175.16,176.39,176.39,174.94
05/22/2023,$174.20,43570930,$173.98,$174.71,$173.45,AAPL,174.2,173.98,174.71,173.45
05/23/2023,$171.56,50747260,$173.13,$173.3794,$171.275,AAPL,171.56,173.13,173.3794,171.275
05/24/2023,$171.84,45143490,$171.09,$172.4183,$170.52,AAPL,171.84,171.09,172.4183,170.52
05/25/2023,$172.99,56058260,$172.41,$173.895,$171.69,AAPL,172.99,172.41,173.895,171.69
05/26/2023,$175.43,54834980,$173.32,$175.77,$173.11,AAPL,175.43,173.32,175.77,173.11
05/30/2023,$177.30,55964400,$176.96,$178.99,$176.57,AAPL,177.3,176.96,178.99,176.57
05/31/2023,$177.25,99625290,$177.325,$179.35,$176.76,AAPL,177.25,177.325,179.35,176.76
06-01-2023,$180.09,68901810,$177.70,$180.12,$176.9306,AAPL,180.09,177.7,180.12,176.9306
06-02-2023,$180.95,61996910,$181.03,$181.78,$179.26,AAPL,180.95,181.03,181.78,179.26
06-05-2023,$179.58,121946500,$182.63,$184.951,$178.035,AAPL,179.58,182.63,184.951,178.035
06-06-2023,$179.21,64848370,$179.965,$180.12,$177.43,AAPL,179.21,179.965,180.12,177.43
06-07-2023,$177.82,61944620,$178.44,$181.21,$177.32,AAPL,177.82,178.44,181.21,177.32
06-08-2023,$180.57,50214880,$177.895,$180.84,$177.46,AAPL,180.57,177.895,180.84,177.46
06-09-2023,$180.96,48899970,$181.50,$182.23,$180.63,AAPL,180.96,181.5,182.23,180.63
06-12-2023,$183.79,54755000,$181.27,$183.89,$180.97,AAPL,183.79,181.27,183.89,180.97
06/13/2023,$183.31,54929130,$182.80,$184.15,$182.44,AAPL,183.31,182.8,184.15,182.44
06/14/2023,$183.95,57462880,$183.37,$184.39,$182.02,AAPL,183.95,183.37,184.39,182.02
06/15/2023,$186.01,65433170,$183.96,$186.52,$183.78,AAPL,186.01,183.96,186.52,183.78
06/16/2023,$184.92,101256200,$186.73,$186.99,$184.27,AAPL,184.92,186.73,186.99,184.27
06/20/2023,$185.01,49799090,$184.41,$186.10,$184.41,AAPL,185.01,184.41,186.1,184.41
06/21/2023,$183.96,49515700,$184.90,$185.41,$182.5901,AAPL,183.96,184.9,185.41,182.5901
06/22/2023,$187.00,51245330,$183.74,$187.045,$183.67,AAPL,187,183.74,187.045,183.67
06/23/2023,$186.68,53117000,$185.55,$187.56,$185.01,AAPL,186.68,185.55,187.56,185.01
06/26/2023,$185.27,48088660,$186.83,$188.05,$185.23,AAPL,185.27,186.83,188.05,185.23
06/27/2023,$188.06,50730850,$185.89,$188.39,$185.67,AAPL,188.06,185.89,188.39,185.67
06/28/2023,$189.25,51216800,$187.93,$189.90,$187.60,AAPL,189.25,187.93,189.9,187.6
06/29/2023,$189.59,46347310,$189.08,$190.07,$188.94,AAPL,189.59,189.08,190.07,188.94
06/30/2023,$193.97,85213220,$191.63,$194.48,$191.26,AAPL,193.97,191.63,194.48,191.26
07-03-2023,$192.46,31346600,$193.78,$193.88,$191.76,AAPL,192.46,193.78,193.88,191.76
07-05-2023,$191.33,46920260,$191.565,$192.98,$190.62,AAPL,191.33,191.565,192.98,190.62
07-06-2023,$191.81,45156010,$189.84,$192.02,$189.20,AAPL,191.81,189.84,192.02,189.2
07-07-2023,$190.68,46815000,$191.41,$192.67,$190.24,AAPL,190.68,191.41,192.67,190.24
07-10-2023,$188.61,59922160,$189.26,$189.99,$187.035,AAPL,188.61,189.26,189.99,187.035
07-11-2023,$188.08,46638120,$189.16,$189.30,$186.60,AAPL,188.08,189.16,189.3,186.6
07-12-2023,$189.77,60750250,$189.68,$191.70,$188.47,AAPL,189.77,189.68,191.7,188.47
07/13/2023,$190.54,41342340,$190.50,$191.19,$189.78,AAPL,190.54,190.5,191.19,189.78
07/14/2023,$190.69,41616240,$190.23,$191.1799,$189.63,AAPL,190.69,190.23,191.1799,189.63
07/17/2023,$193.99,50520160,$191.90,$194.32,$191.81,AAPL,193.99,191.9,194.32,191.81
07/18/2023,$193.73,48353770,$193.35,$194.33,$192.415,AAPL,193.73,193.35,194.33,192.415
07/19/2023,$195.10,80507320,$193.10,$198.23,$192.65,AAPL,195.1,193.1,198.23,192.65
07/20/2023,$193.13,59581200,$195.09,$196.47,$192.495,AAPL,193.13,195.09,196.47,192.495
07/21/2023,$191.94,71951680,$194.10,$194.97,$191.23,AAPL,191.94,194.1,194.97,191.23
07/24/2023,$192.75,45505100,$193.41,$194.91,$192.25,AAPL,192.75,193.41,194.91,192.25
07/25/2023,$193.62,37283200,$193.33,$194.44,$192.915,AAPL,193.62,193.33,194.44,192.915
07/26/2023,$194.50,47471870,$193.67,$195.64,$193.32,AAPL,194.5,193.67,195.64,193.32
07/27/2023,$193.22,47460180,$196.02,$197.20,$192.55,AAPL,193.22,196.02,197.2,192.55
07/28/2023,$195.83,48291440,$194.67,$196.626,$194.14,AAPL,195.83,194.67,196.626,194.14
07/31/2023,$196.45,38824110,$196.06,$196.49,$195.26,AAPL,196.45,196.06,196.49,195.26
08-01-2023,$195.605,35281430,$196.235,$196.73,$195.28,AAPL,195.605,196.235,196.73,195.28
08-02-2023,$192.58,50389330,$195.04,$195.18,$191.8507,AAPL,192.58,195.04,195.18,191.8507
08-03-2023,$191.17,62243280,$191.57,$192.37,$190.69,AAPL,191.17,191.57,192.37,190.69
08-04-2023,$181.99,115956800,$185.52,$187.38,$181.92,AAPL,181.99,185.52,187.38,181.92
08-07-2023,$178.85,97576070,$182.13,$183.13,$177.35,AAPL,178.85,182.13,183.13,177.35
08-08-2023,$179.80,67823000,$179.69,$180.27,$177.58,AAPL,179.8,179.69,180.27,177.58
08-09-2023,$178.19,60378490,$180.87,$180.93,$177.01,AAPL,178.19,180.87,180.93,177.01
08-10-2023,$177.97,54686850,$179.48,$180.75,$177.60,AAPL,177.97,179.48,180.75,177.6
08-11-2023,$177.79,52036670,$177.32,$178.62,$176.55,AAPL,177.79,177.32,178.62,176.55
08/14/2023,$179.46,43675630,$177.97,$179.69,$177.305,AAPL,179.46,177.97,179.69,177.305
08/15/2023,$177.45,43622590,$178.88,$179.48,$177.05,AAPL,177.45,178.88,179.48,177.05
08/16/2023,$176.57,46964860,$177.13,$178.54,$176.50,AAPL,176.57,177.13,178.54,176.5
08/17/2023,$174.00,66062880,$177.14,$177.5054,$173.48,AAPL,174,177.14,177.5054,173.48
08/18/2023,$174.49,61172150,$172.30,$175.10,$171.96,AAPL,174.49,172.3,175.1,171.96
08/21/2023,$175.84,46311880,$175.07,$176.13,$173.735,AAPL,175.84,175.07,176.13,173.735
08/22/2023,$177.23,42084250,$177.06,$177.68,$176.25,AAPL,177.23,177.06,177.68,176.25
08/23/2023,$181.12,52722750,$178.52,$181.55,$178.325,AAPL,181.12,178.52,181.55,178.325
08/24/2023,$176.38,54945800,$180.674,$181.104,$176.01,AAPL,176.38,180.674,181.104,176.01
08/25/2023,$178.61,51449590,$177.38,$179.15,$175.82,AAPL,178.61,177.38,179.15,175.82
08/28/2023,$180.19,43820700,$180.09,$180.59,$178.545,AAPL,180.19,180.09,180.59,178.545
08/29/2023,$184.12,53003950,$179.695,$184.90,$179.50,AAPL,184.12,179.695,184.9,179.5
08/30/2023,$187.65,60813890,$184.94,$187.85,$184.74,AAPL,187.65,184.94,187.85,184.74
08/31/2023,$187.87,60794470,$187.84,$189.12,$187.48,AAPL,187.87,187.84,189.12,187.48
09-01-2023,$189.46,45766500,$189.485,$189.92,$188.28,AAPL,189.46,189.485,189.92,188.28
09-05-2023,$189.70,45280030,$188.28,$189.98,$187.61,AAPL,189.7,188.28,189.98,187.61
09-06-2023,$182.91,81755820,$188.40,$188.85,$181.47,AAPL,182.91,188.4,188.85,181.47
09-07-2023,$177.56,112488800,$175.18,$178.21,$173.54,AAPL,177.56,175.18,178.21,173.54
09-08-2023,$178.18,65602070,$178.35,$180.239,$177.79,AAPL,178.18,178.35,180.239,177.79
09-11-2023,$179.36,58953050,$180.07,$180.30,$177.34,AAPL,179.36,180.07,180.3,177.34
09-12-2023,$176.30,90370190,$179.49,$180.13,$174.82,AAPL,176.3,179.49,180.13,174.82
09/13/2023,$174.21,84267930,$176.51,$177.30,$173.98,AAPL,174.21,176.51,177.3,173.98
09/14/2023,$175.74,60895760,$174.00,$176.10,$173.58,AAPL,175.74,174,176.1,173.58
09/15/2023,$175.01,109259500,$176.48,$176.495,$173.82,AAPL,175.01,176.48,176.495,173.82
09/18/2023,$177.97,67257570,$176.48,$179.38,$176.17,AAPL,177.97,176.48,179.38,176.17
09/19/2023,$179.07,51826940,$177.52,$179.63,$177.13,AAPL,179.07,177.52,179.63,177.13
09/20/2023,$175.49,58436180,$179.26,$179.695,$175.40,AAPL,175.49,179.26,179.695,175.4
09/21/2023,$173.93,63149120,$174.55,$176.30,$173.86,AAPL,173.93,174.55,176.3,173.86
09/22/2023,$174.79,56725390,$174.67,$177.079,$174.05,AAPL,174.79,174.67,177.079,174.05
09/25/2023,$176.08,46172740,$174.20,$176.97,$174.15,AAPL,176.08,174.2,176.97,174.15
09/26/2023,$171.96,64588950,$174.82,$175.20,$171.66,AAPL,171.96,174.82,175.2,171.66
09/27/2023,$170.43,66921810,$172.62,$173.04,$169.05,AAPL,170.43,172.62,173.04,169.05
09/28/2023,$170.69,56294420,$169.34,$172.03,$167.62,AAPL,170.69,169.34,172.03,167.62
09/29/2023,$171.21,51861080,$172.02,$173.07,$170.341,AAPL,171.21,172.02,173.07,170.341
10-02-2023,$173.75,52164540,$171.22,$174.30,$170.93,AAPL,173.75,171.22,174.3,170.93
10-03-2023,$172.40,49594610,$172.255,$173.63,$170.82,AAPL,172.4,172.255,173.63,170.82
10-04-2023,$173.66,53020290,$171.09,$174.21,$170.97,AAPL,173.66,171.09,174.21,170.97
10-05-2023,$174.91,48527920,$173.79,$175.45,$172.68,AAPL,174.91,173.79,175.45,172.68
10-06-2023,$177.49,57266680,$173.80,$177.99,$173.18,AAPL,177.49,173.8,177.99,173.18
10-09-2023,$178.99,42390770,$176.81,$179.05,$175.80,AAPL,178.99,176.81,179.05,175.8
10-10-2023,$178.39,43698020,$178.10,$179.72,$177.95,AAPL,178.39,178.1,179.72,177.95
10-11-2023,$179.80,47551100,$178.20,$179.85,$177.60,AAPL,179.8,178.2,179.85,177.6
